case,activity,timestamp
Case37,Approve Request,2025-11-08 12:46:00
Case37,Submit Request,2025-11-08 03:08:00
Case38,Approve Request,2025-11-07 20:36:00
Case38,Submit Request,2025-11-06 23:39:00
Case38,Approve Request,2025-11-08 23:39:00
Case39,Approve Request,2025-11-07 00:29:00
Case39,Submit Request,2025-11-08 03:48:00
Case39,Approve Request,2025-11-08 20:24:00
Case40,Approve Request,2025-11-07 02:25:00
Case40,Notify Completion,2025-11-06 17:04:00
Case40,Submit Request,2025-11-06 07:10:00
Case41,Notify Completion,2025-11-09 12:19:00
Case41,Submit Request,2025-11-06 04:12:00
Case41,Approve Request,2025-11-09 09:11:00
Case42,Submit Request,2025-11-07 15:12:00
Case42,Approve Request,2025-11-06 07:38:00
Case42,Approve Request,2025-11-06 19:02:00
Case43,Approve Request,2025-11-06 04:09:00
Case43,Submit Request,2025-11-06 11:15:00
Case43,Submit Request,2025-11-08 18:17:00
Case44,Approve Request,2025-11-06 17:53:00
Case44,Submit Request,2025-11-06 13:32:00
Case44,Approve Request,2025-11-06 06:48:00
Case45,Submit Request,2025-11-08 05:02:00
Case45,Approve Request,2025-11-09 09:12:00
Case45,Submit Request,2025-11-08 08:03:00
Case46,Quality Check,2025-11-08 19:15:00
Case46,Notify Completion,2025-11-08 17:08:00
Case46,Notify Completion,2025-11-08 05:05:00
Case47,Approve Request,2025-11-06 04:01:00
Case47,Quality Check,2025-11-08 00:35:00
Case47,Approve Request,2025-11-08 13:14:00
Case48,Approve Request,2025-11-09 08:31:00
Case48,Submit Request,2025-11-06 20:11:00
Case48,Approve Request,2025-11-07 23:09:00
Case49,Notify Completion,2025-11-06 16:49:00
Case49,Approve Request,2025-11-08 02:32:00
Case49,Quality Check,2025-11-07 19:09:00
Case50,Submit Request,2025-11-08 20:32:00
Case50,Notify Completion,2025-11-08 03:29:00
Case50,Notify Completion,2025-11-07 02:34:00
Case51,Approve Request,2025-11-06 03:25:00
Case51,Quality Check,2025-11-07 04:36:00
Case51,Approve Request,2025-11-09 04:21:00
Case52,Submit Request,2025-11-06 02:41:00
Case52,Submit Request,2025-11-06 02:38:00
Case52,Submit Request,2025-11-07 22:23:00
Case53,Approve Request,2025-11-06 15:55:00
Case53,Submit Request,2025-11-07 10:57:00
Case53,Submit Request,2025-11-06 06:40:00
Case54,Approve Request,2025-11-08 18:38:00
Case54,Notify Completion,2025-11-06 20:25:00
Case54,Approve Request,2025-11-08 14:38:00
Case55,Approve Request,2025-11-07 06:09:00
Case55,Submit Request,2025-11-09 06:39:00
Case55,Notify Completion,2025-11-06 08:23:00
Case56,Submit Request,2025-11-08 05:00:00
Case56,Approve Request,2025-11-08 05:42:00
Case56,Submit Request,2025-11-08 10:24:00
Case57,Approve Request,2025-11-06 08:03:00
Case57,Notify Completion,2025-11-06 18:22:00
Case57,Submit Request,2025-11-07 16:10:00
Case58,Notify Completion,2025-11-07 10:03:00
Case58,Approve Request,2025-11-07 05:32:00
Case58,Quality Check,2025-11-09 04:44:00
Case59,Approve Request,2025-11-09 11:59:00
Case59,Approve Request,2025-11-06 14:13:00
Case59,Approve Request,2025-11-08 02:38:00
Case60,Submit Request,2025-11-08 18:38:00
Case60,Approve Request,2025-11-06 23:13:00
Case60,Quality Check,2025-11-07 11:58:00
Case61,Approve Request,2025-11-06 18:22:00
Case61,Submit Request,2025-11-06 18:57:00
Case61,Approve Request,2025-11-07 19:21:00
Case62,Notify Completion,2025-11-07 01:46:00
Case62,Notify Completion,2025-11-07 01:52:00
Case62,Approve Request,2025-11-09 09:02:00
Case63,Approve Request,2025-11-08 22:52:00
Case63,Approve Request,2025-11-07 21:36:00
Case63,Submit Request,2025-11-07 17:06:00
Case64,Approve Request,2025-11-07 21:07:00
Case64,Approve Request,2025-11-07 10:20:00
Case64,Approve Request,2025-11-07 19:16:00
Case65,Notify Completion,2025-11-06 22:58:00
Case65,Quality Check,2025-11-06 08:18:00
Case65,Quality Check,2025-11-08 06:17:00
Case66,Approve Request,2025-11-07 13:33:00
Case66,Approve Request,2025-11-06 04:40:00
Case66,Approve Request,2025-11-06 11:00:00
Case67,Approve Request,2025-11-08 02:23:00
Case67,Quality Check,2025-11-07 07:08:00
Case67,Submit Request,2025-11-07 23:14:00
Case68,Submit Request,2025-11-07 19:00:00
Case68,Submit Request,2025-11-06 12:08:00
Case68,Submit Request,2025-11-06 15:58:00
Case69,Quality Check,2025-11-08 00:23:00
Case69,Submit Request,2025-11-06 09:36:00
Case69,Approve Request,2025-11-07 12:43:00
Case70,Quality Check,2025-11-08 04:06:00
Case70,Submit Request,2025-11-07 14:08:00
Case70,Approve Request,2025-11-07 05:08:00
Case71,Notify Completion,2025-11-06 18:13:00
Case71,Approve Request,2025-11-07 12:57:00
Case71,Approve Request,2025-11-07 16:54:00
Case72,Submit Request,2025-11-08 09:29:00
Case72,Approve Request,2025-11-09 11:21:00
Case72,Approve Request,2025-11-06 06:38:00
Case73,Approve Request,2025-11-06 14:47:00
Case73,Approve Request,2025-11-06 08:39:00
Case73,Submit Request,2025-11-08 16:07:00
Case74,Approve Request,2025-11-06 19:01:00
Case74,Approve Request,2025-11-06 16:44:00
Case74,Approve Request,2025-11-08 23:33:00
Case75,Notify Completion,2025-11-07 19:35:00
Case75,Notify Completion,2025-11-06 20:48:00
Case75,Submit Request,2025-11-07 19:10:00
Case76,Approve Request,2025-11-06 15:38:00
Case76,Approve Request,2025-11-09 08:04:00
Case76,Approve Request,2025-11-07 10:59:00
Case77,Submit Request,2025-11-08 05:46:00
Case77,Approve Request,2025-11-08 10:16:00
Case77,Approve Request,2025-11-07 11:07:00
Case78,Approve Request,2025-11-06 12:07:00
Case78,Approve Request,2025-11-08 10:11:00
Case78,Approve Request,2025-11-07 16:02:00
Case79,Submit Request,2025-11-09 03:53:00
Case79,Approve Request,2025-11-06 21:10:00
Case79,Submit Request,2025-11-07 18:05:00
Case80,Submit Request,2025-11-09 09:44:00
Case80,Approve Request,2025-11-08 19:55:00
Case80,Approve Request,2025-11-07 12:47:00
Case81,Approve Request,2025-11-06 03:27:00
Case81,Submit Request,2025-11-07 13:10:00
Case81,Submit Request,2025-11-07 21:08:00
Case82,Submit Request,2025-11-07 02:54:00
Case82,Submit Request,2025-11-07 01:24:00
Case82,Submit Request,2025-11-07 15:24:00
Case83,Approve Request,2025-11-08 02:05:00
Case83,Approve Request,2025-11-08 19:35:00
Case83,Approve Request,2025-11-07 12:37:00
Case84,Notify Completion,2025-11-09 04:56:00
Case84,Approve Request,2025-11-07 14:58:00
Case84,Submit Request,2025-11-08 17:06:00
Case85,Approve Request,2025-11-08 06:40:00
Case85,Quality Check,2025-11-09 06:21:00
Case85,Submit Request,2025-11-09 12:11:00
Case86,Approve Request,2025-11-08 23:30:00
Case86,Approve Request,2025-11-08 02:18:00
Case86,Notify Completion,2025-11-06 02:24:00
Case87,Quality Check,2025-11-07 14:17:00
Case87,Quality Check,2025-11-07 03:05:00
Case87,Approve Request,2025-11-08 07:01:00
Case88,Submit Request,2025-11-08 15:45:00
Case88,Notify Completion,2025-11-06 06:00:00
Case88,Submit Request,2025-11-09 01:50:00
Case89,Approve Request,2025-11-07 19:11:00
Case89,Notify Completion,2025-11-09 05:22:00
Case89,Approve Request,2025-11-06 11:23:00
Case90,Quality Check,2025-11-09 07:00:00
Case90,Submit Request,2025-11-08 13:43:00
Case90,Approve Request,2025-11-07 08:58:00
Case91,Approve Request,2025-11-08 09:56:00
Case91,Submit Request,2025-11-08 16:15:00
Case91,Approve Request,2025-11-08 09:40:00
Case92,Approve Request,2025-11-06 15:55:00
Case92,Submit Request,2025-11-06 15:48:00
Case92,Submit Request,2025-11-09 08:11:00
Case93,Approve Request,2025-11-06 04:47:00
Case93,Approve Request,2025-11-08 01:18:00
Case93,Submit Request,2025-11-09 02:57:00
Case94,Approve Request,2025-11-06 07:37:00
Case94,Submit Request,2025-11-07 02:41:00
Case94,Approve Request,2025-11-06 17:32:00
Case95,Submit Request,2025-11-08 04:27:00
Case95,Approve Request,2025-11-07 00:40:00
Case95,Approve Request,2025-11-09 08:30:00
Case96,Quality Check,2025-11-08 06:59:00
Case96,Approve Request,2025-11-09 11:25:00
Case96,Approve Request,2025-11-08 23:59:00
Case97,Approve Request,2025-11-06 20:16:00
Case97,Submit Request,2025-11-06 13:06:00
Case97,Approve Request,2025-11-08 17:13:00
Case98,Notify Completion,2025-11-07 09:37:00
Case98,Quality Check,2025-11-06 09:36:00
Case98,Submit Request,2025-11-09 10:15:00
Case99,Submit Request,2025-11-06 13:49:00
Case99,Submit Request,2025-11-07 17:38:00
Case99,Approve Request,2025-11-09 02:49:00
Case100,Approve Request,2025-11-06 07:35:00
Case100,Submit Request,2025-11-09 08:39:00
Case100,Quality Check,2025-11-07 02:33:00
Case101,Approve Request,2025-11-08 09:53:00
Case101,Approve Request,2025-11-07 17:20:00
Case101,Approve Request,2025-11-06 20:08:00
Case102,Approve Request,2025-11-08 12:31:00
Case102,Submit Request,2025-11-08 23:39:00
Case102,Submit Request,2025-11-07 19:44:00
Case103,Submit Request,2025-11-09 10:25:00
Case103,Notify Completion,2025-11-08 15:45:00
Case103,Approve Request,2025-11-09 01:06:00
Case104,Submit Request,2025-11-07 10:31:00
Case104,Approve Request,2025-11-09 05:19:00
Case104,Notify Completion,2025-11-09 11:03:00
Case105,Approve Request,2025-11-06 12:32:00
Case105,Approve Request,2025-11-07 06:03:00
Case105,Approve Request,2025-11-09 06:23:00
Case106,Approve Request,2025-11-09 07:31:00
Case106,Approve Request,2025-11-07 05:59:00
Case106,Notify Completion,2025-11-06 07:25:00
Case107,Submit Request,2025-11-08 15:42:00
Case107,Approve Request,2025-11-06 16:13:00
Case107,Notify Completion,2025-11-08 22:48:00
Case108,Submit Request,2025-11-08 04:13:00
Case108,Submit Request,2025-11-06 04:37:00
Case108,Submit Request,2025-11-08 21:52:00
Case109,Submit Request,2025-11-08 07:36:00
Case109,Approve Request,2025-11-07 01:22:00
Case109,Submit Request,2025-11-09 01:21:00
Case110,Submit Request,2025-11-06 08:43:00
Case110,Approve Request,2025-11-07 01:12:00
Case110,Approve Request,2025-11-06 14:46:00
Case111,Notify Completion,2025-11-07 16:56:00
Case111,Approve Request,2025-11-07 12:51:00
Case111,Approve Request,2025-11-07 01:59:00
Case112,Approve Request,2025-11-08 05:56:00
Case112,Submit Request,2025-11-08 15:45:00
Case112,Quality Check,2025-11-08 02:05:00
Case113,Submit Request,2025-11-06 21:45:00
Case113,Submit Request,2025-11-09 02:46:00
Case113,Approve Request,2025-11-07 20:54:00
Case114,Approve Request,2025-11-08 17:34:00
Case114,Approve Request,2025-11-06 03:06:00
Case114,Approve Request,2025-11-07 11:51:00
Case115,Notify Completion,2025-11-06 20:59:00
Case115,Notify Completion,2025-11-09 06:10:00
Case115,Notify Completion,2025-11-07 16:26:00
Case116,Quality Check,2025-11-08 06:04:00
Case116,Approve Request,2025-11-06 13:51:00
Case116,Approve Request,2025-11-08 04:10:00
Case117,Approve Request,2025-11-07 02:08:00
Case117,Approve Request,2025-11-07 04:39:00
Case117,Submit Request,2025-11-07 02:15:00
Case118,Approve Request,2025-11-07 11:01:00
Case118,Notify Completion,2025-11-07 10:39:00
Case118,Approve Request,2025-11-07 09:10:00
Case119,Submit Request,2025-11-06 23:33:00
Case119,Submit Request,2025-11-07 09:44:00
Case119,Approve Request,2025-11-06 19:03:00
Case120,Approve Request,2025-11-08 00:34:00
Case120,Quality Check,2025-11-07 03:25:00
Case120,Notify Completion,2025-11-06 03:29:00
Case121,Submit Request,2025-11-07 12:18:00
Case121,Approve Request,2025-11-06 06:24:00
Case121,Approve Request,2025-11-07 15:09:00
Case122,Approve Request,2025-11-09 00:59:00
Case122,Submit Request,2025-11-07 01:14:00
Case122,Notify Completion,2025-11-07 11:19:00
Case123,Approve Request,2025-11-07 05:21:00
Case123,Submit Request,2025-11-06 08:20:00
Case123,Approve Request,2025-11-07 14:45:00
Case124,Quality Check,2025-11-08 00:23:00
Case124,Approve Request,2025-11-07 19:50:00
Case124,Notify Completion,2025-11-06 22:58:00
Case125,Notify Completion,2025-11-06 05:15:00
Case125,Approve Request,2025-11-08 10:00:00
Case125,Submit Request,2025-11-08 11:42:00
Case126,Approve Request,2025-11-06 14:55:00
Case126,Submit Request,2025-11-09 04:48:00
Case126,Approve Request,2025-11-07 04:17:00
Case127,Submit Request,2025-11-07 02:23:00
Case127,Submit Request,2025-11-06 23:31:00
Case127,Approve Request,2025-11-08 22:28:00
Case128,Approve Request,2025-11-06 04:16:00
Case128,Approve Request,2025-11-07 14:09:00
Case128,Approve Request,2025-11-06 15:54:00
Case129,Notify Completion,2025-11-07 08:19:00
Case129,Approve Request,2025-11-08 20:54:00
Case129,Quality Check,2025-11-06 13:59:00
Case130,Submit Request,2025-11-08 13:29:00
Case130,Approve Request,2025-11-06 23:36:00
Case130,Approve Request,2025-11-08 03:18:00
Case131,Approve Request,2025-11-08 08:05:00
Case131,Submit Request,2025-11-08 15:59:00
Case131,Quality Check,2025-11-08 09:39:00
Case132,Notify Completion,2025-11-08 12:56:00
Case132,Approve Request,2025-11-07 13:51:00
Case132,Submit Request,2025-11-06 16:40:00
Case133,Approve Request,2025-11-07 22:05:00
Case133,Approve Request,2025-11-08 08:22:00
Case133,Notify Completion,2025-11-06 22:11:00
Case134,Approve Request,2025-11-06 03:19:00
Case134,Submit Request,2025-11-09 09:40:00
Case134,Approve Request,2025-11-07 00:01:00
Case135,Approve Request,2025-11-06 16:49:00
Case135,Submit Request,2025-11-06 23:33:00
Case135,Notify Completion,2025-11-07 07:31:00
Case136,Quality Check,2025-11-07 18:56:00
Case136,Approve Request,2025-11-06 12:03:00
Case136,Submit Request,2025-11-08 23:51:00
Case137,Submit Request,2025-11-07 15:44:00
Case137,Approve Request,2025-11-08 16:18:00
Case137,Approve Request,2025-11-06 06:25:00
Case138,Submit Request,2025-11-06 20:25:00
Case138,Notify Completion,2025-11-06 05:08:00
Case138,Notify Completion,2025-11-07 13:50:00
Case139,Submit Request,2025-11-08 02:51:00
Case139,Notify Completion,2025-11-06 02:41:00
Case139,Approve Request,2025-11-08 23:31:00
Case140,Quality Check,2025-11-06 06:29:00
Case140,Notify Completion,2025-11-07 20:21:00
Case140,Submit Request,2025-11-09 07:06:00
Case141,Notify Completion,2025-11-09 03:32:00
Case141,Submit Request,2025-11-08 04:27:00
Case141,Notify Completion,2025-11-06 06:39:00
Case142,Quality Check,2025-11-06 16:05:00
Case142,Approve Request,2025-11-06 19:54:00
Case142,Approve Request,2025-11-08 07:57:00
Case143,Submit Request,2025-11-06 09:24:00
Case143,Quality Check,2025-11-08 08:26:00
Case143,Submit Request,2025-11-08 22:36:00
Case144,Quality Check,2025-11-09 09:27:00
Case144,Submit Request,2025-11-06 08:37:00
Case144,Notify Completion,2025-11-06 04:21:00
Case145,Approve Request,2025-11-06 07:23:00
Case145,Quality Check,2025-11-08 12:29:00
Case145,Submit Request,2025-11-06 11:50:00
Case146,Approve Request,2025-11-08 04:45:00
Case146,Submit Request,2025-11-06 06:52:00
Case146,Submit Request,2025-11-08 08:19:00
Case147,Submit Request,2025-11-09 12:13:00
Case147,Submit Request,2025-11-08 05:21:00
Case147,Submit Request,2025-11-09 05:34:00
Case148,Approve Request,2025-11-06 12:24:00
Case148,Submit Request,2025-11-06 20:22:00
Case148,Submit Request,2025-11-07 20:51:00
Case149,Submit Request,2025-11-09 02:25:00
Case149,Submit Request,2025-11-09 12:29:00
Case149,Notify Completion,2025-11-06 15:35:00
Case150,Approve Request,2025-11-08 16:06:00
Case150,Approve Request,2025-11-06 14:55:00
Case150,Submit Request,2025-11-09 04:54:00
Case151,Approve Request,2025-11-07 23:19:00
Case151,Submit Request,2025-11-08 07:48:00
Case151,Approve Request,2025-11-07 00:04:00
Case152,Approve Request,2025-11-09 05:29:00
Case152,Submit Request,2025-11-07 22:09:00
Case152,Approve Request,2025-11-06 12:23:00
Case153,Quality Check,2025-11-08 14:57:00
Case153,Quality Check,2025-11-07 10:24:00
Case153,Approve Request,2025-11-07 23:49:00
Case154,Quality Check,2025-11-07 15:10:00
Case154,Submit Request,2025-11-07 16:58:00
Case154,Approve Request,2025-11-08 17:31:00
Case155,Approve Request,2025-11-08 11:53:00
Case155,Approve Request,2025-11-06 07:54:00
Case155,Notify Completion,2025-11-06 18:04:00
Case156,Approve Request,2025-11-09 05:16:00
Case156,Approve Request,2025-11-08 21:31:00
Case156,Approve Request,2025-11-07 22:49:00
Case157,Approve Request,2025-11-08 00:08:00
Case157,Submit Request,2025-11-09 00:02:00
Case157,Approve Request,2025-11-06 17:12:00
Case158,Submit Request,2025-11-06 06:36:00
Case158,Approve Request,2025-11-07 12:43:00
Case158,Approve Request,2025-11-09 08:19:00
Case159,Approve Request,2025-11-07 04:49:00
Case159,Approve Request,2025-11-07 13:41:00
Case159,Submit Request,2025-11-08 06:24:00
Case160,Submit Request,2025-11-07 13:36:00
Case160,Quality Check,2025-11-08 02:55:00
Case160,Approve Request,2025-11-07 07:38:00
Case161,Approve Request,2025-11-08 07:02:00
Case161,Quality Check,2025-11-08 10:11:00
Case161,Approve Request,2025-11-07 00:53:00
Case162,Submit Request,2025-11-08 08:53:00
Case162,Quality Check,2025-11-09 12:02:00
Case162,Notify Completion,2025-11-06 02:29:00
Case163,Submit Request,2025-11-07 19:54:00
Case163,Approve Request,2025-11-08 08:02:00
Case163,Notify Completion,2025-11-07 00:18:00
Case164,Notify Completion,2025-11-08 17:55:00
Case164,Quality Check,2025-11-08 04:59:00
Case164,Submit Request,2025-11-09 07:07:00
Case165,Approve Request,2025-11-07 03:28:00
Case165,Notify Completion,2025-11-06 13:05:00
Case165,Approve Request,2025-11-08 22:49:00
Case166,Submit Request,2025-11-08 05:07:00
Case166,Approve Request,2025-11-09 11:24:00
Case166,Notify Completion,2025-11-07 22:27:00
Case167,Approve Request,2025-11-08 20:55:00
Case167,Approve Request,2025-11-08 03:50:00
Case167,Notify Completion,2025-11-07 08:40:00
Case168,Notify Completion,2025-11-07 22:00:00
Case168,Approve Request,2025-11-09 02:52:00
Case168,Submit Request,2025-11-08 22:12:00
Case169,Submit Request,2025-11-07 15:02:00
Case169,Approve Request,2025-11-06 17:14:00
Case169,Approve Request,2025-11-08 03:51:00
Case170,Approve Request,2025-11-08 15:55:00
Case170,Approve Request,2025-11-09 11:51:00
Case170,Approve Request,2025-11-06 23:16:00
Case171,Quality Check,2025-11-07 11:51:00
Case171,Approve Request,2025-11-07 07:07:00
Case171,Notify Completion,2025-11-08 00:10:00
Case172,Submit Request,2025-11-08 18:22:00
Case172,Approve Request,2025-11-08 02:41:00
Case172,Approve Request,2025-11-08 15:15:00
Case173,Approve Request,2025-11-07 19:38:00
Case173,Notify Completion,2025-11-08 23:41:00
Case173,Approve Request,2025-11-08 13:04:00
Case174,Submit Request,2025-11-08 00:16:00
Case174,Submit Request,2025-11-06 15:20:00
Case174,Submit Request,2025-11-06 05:56:00
Case175,Submit Request,2025-11-07 04:16:00
Case175,Approve Request,2025-11-09 02:00:00
Case175,Submit Request,2025-11-06 08:38:00
Case176,Approve Request,2025-11-06 16:14:00
Case176,Quality Check,2025-11-08 12:25:00
Case176,Submit Request,2025-11-06 10:08:00
Case177,Approve Request,2025-11-06 02:16:00
Case177,Approve Request,2025-11-08 10:02:00
Case177,Approve Request,2025-11-09 11:43:00
Case178,Approve Request,2025-11-06 17:06:00
Case178,Approve Request,2025-11-06 16:17:00
Case178,Approve Request,2025-11-07 00:37:00
Case179,Submit Request,2025-11-06 22:31:00
Case179,Approve Request,2025-11-06 10:29:00
Case179,Submit Request,2025-11-08 12:13:00
Case180,Approve Request,2025-11-06 21:45:00
Case180,Notify Completion,2025-11-06 04:40:00
Case180,Approve Request,2025-11-08 00:24:00
Case181,Approve Request,2025-11-06 03:37:00
Case181,Notify Completion,2025-11-08 09:16:00
Case181,Approve Request,2025-11-06 23:51:00
Case182,Quality Check,2025-11-08 10:59:00
Case182,Submit Request,2025-11-07 18:51:00
Case182,Approve Request,2025-11-08 10:43:00
Case183,Submit Request,2025-11-07 14:35:00
Case183,Submit Request,2025-11-07 11:48:00
Case183,Submit Request,2025-11-08 08:18:00
Case184,Notify Completion,2025-11-07 07:13:00
Case184,Submit Request,2025-11-08 10:24:00
Case184,Submit Request,2025-11-06 16:20:00
Case185,Quality Check,2025-11-08 01:36:00
Case185,Submit Request,2025-11-09 05:20:00
Case185,Approve Request,2025-11-08 07:50:00
Case186,Submit Request,2025-11-06 20:10:00
Case186,Approve Request,2025-11-08 03:37:00
Case186,Notify Completion,2025-11-08 08:33:00
Case187,Notify Completion,2025-11-06 08:39:00
Case187,Notify Completion,2025-11-09 05:34:00
Case187,Notify Completion,2025-11-09 10:23:00
Case188,Notify Completion,2025-11-07 02:16:00
Case188,Approve Request,2025-11-07 20:53:00
Case188,Approve Request,2025-11-08 03:58:00
Case189,Approve Request,2025-11-07 15:19:00
Case189,Approve Request,2025-11-08 16:59:00
Case189,Approve Request,2025-11-07 23:19:00
Case190,Quality Check,2025-11-08 20:44:00
Case190,Approve Request,2025-11-09 00:48:00
Case190,Approve Request,2025-11-06 06:55:00
Case191,Submit Request,2025-11-07 21:42:00
Case191,Approve Request,2025-11-09 01:24:00
Case191,Notify Completion,2025-11-09 03:12:00
Case192,Notify Completion,2025-11-07 14:14:00
Case192,Notify Completion,2025-11-08 05:16:00
Case192,Approve Request,2025-11-09 05:37:00
Case193,Approve Request,2025-11-08 03:50:00
Case193,Approve Request,2025-11-07 16:06:00
Case193,Approve Request,2025-11-07 22:50:00
Case194,Notify Completion,2025-11-08 15:25:00
Case194,Submit Request,2025-11-07 09:11:00
Case194,Submit Request,2025-11-08 22:23:00
Case195,Submit Request,2025-11-07 13:18:00
Case195,Submit Request,2025-11-07 15:49:00
Case195,Quality Check,2025-11-06 03:23:00
Case196,Submit Request,2025-11-08 22:13:00
Case196,Approve Request,2025-11-08 07:53:00
Case196,Approve Request,2025-11-08 00:27:00
Case197,Approve Request,2025-11-08 20:28:00
Case197,Submit Request,2025-11-06 22:58:00
Case197,Approve Request,2025-11-07 11:37:00
Case198,Quality Check,2025-11-08 07:30:00
Case198,Submit Request,2025-11-07 10:06:00
Case198,Approve Request,2025-11-07 06:07:00
Case199,Submit Request,2025-11-08 13:02:00
Case199,Approve Request,2025-11-09 10:49:00
Case199,Approve Request,2025-11-07 17:59:00
Case200,Approve Request,2025-11-09 08:36:00
Case200,Approve Request,2025-11-07 04:24:00
Case200,Submit Request,2025-11-06 21:10:00
Case201,Approve Request,2025-11-09 10:14:00
Case201,Submit Request,2025-11-08 03:02:00
Case201,Approve Request,2025-11-08 09:05:00
